budget,genres,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,vote_count,rate,cast,crew
0.031578947368421054,0.9333504889346372,0.9520426287744227,3.0,0.0,0.17647058823529413,0.07838071645442453,0.41782729805013924,2.164508480758709,0.8502024291497975,0.004627030682755461,0.8698224852071007,2.270502868714141,0.1156195462478185,1.5,0.9501915708812261,1.4105590062111804
0.0868421052631579,0.956896551724138,0.16873889875666073,3.0,1.2,0.35294117647058826,0.4330621072362891,0.9902506963788301,2.164508480758709,0.194331983805668,0.8343698534270777,1.0739644970414202,2.270502868714141,1.4450261780104714,0.0,1.068965517241379,0.553416149068323
0.7421052631578947,0.2883427689140504,1.0000000000000002,3.0,0.0,0.5294117647058824,0.29359508423949277,0.06685236768802227,2.164508480758709,2.0526315789473686,1.011851483059838,0.8875739644970414,2.270502868714141,1.3355148342059338,0.0,1.003831417624521,1.2391304347826086
0.43421052631578955,1.8964230571281522,1.0017761989342806,3.0,0.0,0.8823529411764706,0.47328556541074157,1.190807799442897,2.164508480758709,0.6680161943319837,0.7295056191641613,1.2603550295857988,2.270502868714141,1.7292757417102969,0.0,0.9195402298850572,1.4254658385093169
0.11842105263157894,0.8866443643849715,0.6856127886323269,3.0,0.6,0.6176470588235294,0.2771139740129559,0.3384401114206128,2.164508480758709,2.076923076923077,0.3833942569740652,1.0828402366863905,2.270502868714141,0.7227312390924956,0.0,0.8888888888888888,1.356521739130435
0.10105263157894735,1.2267112712300565,1.355239786856128,3.0,0.6,0.9705882352941176,0.07545465352301005,0.8649025069637882,2.946379719131862,2.016194331983806,0.04307644940031489,1.242603550295858,2.270502868714141,0.08224258289703316,0.0,0.6436781609195402,0.40434782608695646
0.7105263157894738,1.6123262995367986,0.9040852575488453,3.0,0.0,0.35294117647058826,0.3752772176879679,0.8774373259052926,0.1674265912821448,1.3603238866396758,0.2839922722461266,1.1183431952662721,2.414276071549106,0.8475130890052357,0.0,1.4597701149425288,1.449689440993789
0.7312105263157894,1.0931549150797732,0.5133214920071049,0.017317939609236235,0.0,0.7941176470588235,0.11084588084027218,1.1991643454038998,0.17727521429874157,0.01214574898785425,0.0006998889652881798,1.3579881656804733,0.001012487343908201,0.14332460732984292,0.0,0.08045977011494253,0.059627329192546576
0.0,1.2317292846114256,0.9147424511545293,3.0,0.6,0.5294117647058824,0.027269304248107487,0.012534818941504176,0.1816523800838957,2.0526315789473686,0.010466724327383945,0.9408284023668639,2.270502868714141,0.016797556719022687,0.0,0.4137931034482758,0.07453416149068323
1.105263157894737,0.9140504374678332,0.6518650088809946,3.0,0.6,0.5294117647058824,0.9318593971121848,0.5640668523676879,2.164508480758709,2.0526315789473686,0.7048272165109792,1.2692307692307692,2.270502868714141,1.523778359511344,0.0,1.1455938697318007,1.7422360248447208
0.23684210526315788,0.7141019042717446,0.7175843694493785,3.0,0.6,0.4411764705882353,0.2732640551296376,0.426183844011142,2.164508480758709,2.0526315789473686,0.19471083139858558,0.9852071005917159,2.540836989537631,1.0796247818499127,0.0,0.6666666666666666,2.1763975155279502
0.5684210526315789,0.9422285126093669,0.06571936056838366,3.0,0.0,0.7058823529411765,0.11041997864493004,1.3537604456824512,2.34178369505745,2.6356275303643724,0.10425883572049194,1.1094674556213018,2.5084373945325686,0.16688481675392666,0.0,0.7126436781609197,0.2645962732919255
0.24868421052631576,0.9422285126093669,0.2912966252220248,3.0,0.0,0.35294117647058826,0.17122383169202085,0.31754874651810583,2.164508480758709,0.194331983805668,0.09626416925069621,1.3579881656804733,2.527674654066824,0.44829842931937175,0.0,1.0957854406130267,0.8086956521739129
0.11052631578947368,0.03165208440555841,0.38898756660746003,3.0,0.0,0.7058823529411765,0.12807640405250542,1.4122562674094707,2.164508480758709,0.4129554655870445,0.1712619513158201,1.1627218934911243,2.270502868714141,0.24280104712041886,0.0,0.7739463601532567,0.5832298136645964
0.5921052631578947,0.9530365414307771,1.0088809946714032,3.0,0.6,0.08823529411764706,0.1606088711544612,0.9568245125348188,2.164508480758709,2.3684210526315788,0.5671543594189923,0.772189349112426,2.270502868714141,0.493891797556719,0.0,0.5670498084291187,0.5944099378881987
0.15789473684210525,1.4382398353062273,0.5097690941385435,3.0,0.0,0.17647058823529413,0.19352224634353057,0.2506963788300835,2.164508480758709,2.477732793522267,0.07775362001870004,0.9585798816568047,2.270502868714141,0.7966841186736474,0.0,0.8390804597701149,0.3708074534161491
0.015789473684210527,1.3784096757591353,0.3570159857904085,0.020648312611012434,0.0,0.7058823529411765,0.07976968854993997,0.008356545961002784,0.016414371694327922,2.016194331983806,0.022498632171716288,1.366863905325444,0.17769152885588932,0.11365619546247818,0.0,0.1877394636015325,0.4248447204968944
1.5789473684210524,0.9140504374678332,0.7229129662522203,3.0,1.2,0.2647058823529412,0.4997161708472065,0.5724233983286908,2.1683385008207186,2.8785425101214575,1.146707127326376,1.3402366863905326,2.3439082011474857,1.1444153577661431,0.0,1.2298850574712643,0.8664596273291926
0.25263157894736843,1.6470663921770459,0.8401420959147426,3.0,0.0,0.2647058823529412,0.11864827790036014,0.8022284122562673,2.4845887287981037,2.6356275303643724,0.06536038842440497,0.8520710059171598,2.270502868714141,0.181500872600349,0.0,0.5210727969348659,0.5757763975155279
0.08289473684210526,0.6457797220792587,0.24511545293072826,3.0,0.0,0.6176470588235294,0.29535070075531134,0.522284122562674,2.512493160678461,0.1214574898785425,0.07392488555937214,1.3224852071005917,2.3641579480256496,0.6540139616055847,0.0,0.29885057471264365,0.17701863354037264
0.3236842105263158,0.8866443643849715,0.21314387211367672,3.0,0.0,0.6176470588235294,0.11237758554015724,0.1671309192200557,2.164508480758709,2.465587044534413,0.23135153413777307,0.9763313609467456,2.270502868714141,0.3547120418848168,0.0,0.5708812260536398,1.0658385093167702
