budget,genres,keywords,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,vote_average,vote_count,cast,crew
0.031578947368421054,1.0963823305311269,2.4260031403611237,1.7490461986681374,0.07837947517297068,2.4158108686350017,2.6925106436848623,0.8951612903225783,0.004627030682755461,0.8698224852071006,2.452447712667878,6.5,0.1156195462478185,2.2920719095102955,2.024941863440278
0.0868421052631579,0.9599191762458383,2.8002117673992672,1.7490461986681374,0.4330610166450483,2.286630527903303,2.6925106436848623,1.1416666666666675,0.8343698534270777,1.0739644970414202,2.452447712667878,8.1,1.4450261780104712,2.8429222652318153,2.2240218519415382
0.7421052631578947,1.2071777618629802,2.6660316370137793,1.7490461986681374,0.29359393439418346,2.504172015404364,2.6925106436848623,0.616788321167884,1.011851483059838,0.8875739644970414,2.452447712667878,7.6,1.3355148342059338,2.42070568351875,2.31127163871045
0.4342105263157895,1.3464241438936637,2.7264726431389,1.7490461986681374,0.4732844919088707,2.156102405115411,2.6925106436848623,0.8490196078431378,0.7295056191641613,1.2603550295857988,2.452447712667878,8.2,1.7292757417102966,2.750461702040647,2.2257914720423786
0.11842105263157894,2.138087634233101,2.546315155793084,1.7490461986681374,0.27711281716546926,2.4692928291707963,2.6925106436848623,0.7972602739726042,0.3833942569740652,1.0828402366863905,2.452447712667878,7.9,0.7227312390924956,2.5545864505702935,2.2032466851027332
0.10105263157894737,1.9242561415968773,2.5657544616099,1.7490461986681374,0.07545341099838682,2.5092486036579134,2.8533617501348894,0.6340277777777752,0.04307644940031489,1.242603550295858,2.452447712667878,7.6,0.08224258289703316,2.6260190916161856,2.314499919335634
0.7105263157894737,0.9666874860756353,2.5237451216262574,1.7490461986681374,0.37527610254619376,2.084761664614498,2.753430294851498,0.9204301075268821,0.2839922722461266,1.1183431952662721,2.5596082789167407,7.3,0.8475130890052356,2.5374525683995715,2.166557610946145
0.7312105263157894,1.5157065477558416,2.7990921654197107,2.05,0.11084465335199346,2.334469687795189,2.731104653523727,2.5999999999999996,0.0006998889652881798,1.3579881656804733,3.0,8.0,0.14332460732984292,2.8872180451127814,2.5148844963086447
1.105263157894737,0.9685175577029859,2.6222586839059985,1.7490461986681374,0.9318585184403506,2.186847309440377,2.6925106436848623,0.616788321167884,0.7048272165109792,1.2692307692307692,2.452447712667878,7.5,1.5237783595113439,2.561051863246287,2.1276408930434747
0.23684210526315788,1.23036023928584,2.480579641156564,1.7490461986681374,0.2732628966464714,2.4943659962915414,2.6925106436848623,0.616788321167884,0.19471083139858558,0.985207100591716,2.519539382360512,7.7,1.0796247818499127,2.6050065640291193,2.2757374843153975
