budget,genres,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,tagline,vote_count,rate,cast,crew
0.6136083431706909,0.7073695774324186,1.1257647190402102,-2.91633723335952,0,8,1.577432493743341,-0.3540970867978047,-1.426992493420778,1970,0.7345177946800706,2.4663982224084573,-1.9696760130416613,1,1.1956120952541724,0,-0.3734316078975732,-0.258768300915132
0.9456170640944839,0.4501578564440777,0.9246911029782495,0.34219836225192984,0,9,0.7895138011952877,0.38577648645674495,0.7118040550167881,1970,0.507224526453338,-0.5154980443188866,0.6943920999326049,2,1.8048434977675325,0,-0.3734316078975732,-0.258768300915132
-0.2733292398685844,0.7073695774324186,0.923051616096507,0.34219836225192984,0,1,0.8649899403631802,-0.3698390777181143,0.7118040550167881,1970,2.295448460185845,-0.555793939815202,0.43969996136998085,1,0.5585477860270042,1,-0.3734316078975732,-0.258768300915132
0.3053145308843119,-0.0730649338822053,2.9071273132720945,0.34219836225192984,1,5,0.9040721256810642,0.8108102413051033,-1.0968573155417243,1970,-0.05201170252439954,0.49189934308899996,0.43969996136998085,0,4.6809105248610585,0,-0.3734316078975732,-0.258768300915132
0.28159962224689805,0.3161370123501527,1.3145090554315735,0.34219836225192984,0,8,4.88091124905534,1.1571340415519138,0.7118040550167881,1969,1.074548172917473,0.8545624025558392,0.6442696195747429,3,7.423998108766389,0,-0.3734316078975732,-0.258768300915132
0.39068820197900145,1.4884809616970118,1.5103385441175246,-2.9199796831645854,0,4,1.956794901059502,-0.10222523207285164,-1.2668279021725242,1970,0.1038070549598332,-0.47520214882257106,0.6489321758871022,5,1.6378460574846825,0,-0.3734316078975732,-0.258768300915132
0.23416980497207052,-0.6517913061059724,0.518681135752844,0.34219836225192984,0,8,5.3277993556176435,0.3542925046161258,0.7118040550167881,1970,4.572320286672031,0.41130755209636904,0.43969996136998085,3,6.338514746927864,0,-0.3734316078975732,-0.258768300915132
0.2759080441739188,0.08058522576082994,2.495046826324289,0.34219836225192984,0,2,1.1264718186860123,-0.3226131049571856,0.7118040550167881,1969,0.04519798019411958,1.4992967304968865,0.6943920999326049,2,0.6234912350258903,0,-0.3734316078975732,-0.258768300915132
0.6136083431706909,0.3161370123501527,2.2924181041018294,0.34219836225192984,1,3,0.8599076594958036,0.9524881595878893,0.7118040550167881,1970,0.30137792071916225,1.015745984541101,0.43969996136998085,3,0.6760645032630838,0,-0.3734316078975732,-0.258768300915132
0.01124966378038097,-1.6542401450105326,1.3021952661839744,0.34219836225192984,1,3,1.1466473023888333,0.8108102413051033,0.7118040550167881,1969,0.13767158120030634,-0.3140185668373092,0.43969996136998085,2,0.617306144645044,0,-0.3734316078975732,-0.258768300915132
0.08144579334712576,0.4501578564440777,1.890462556843963,0.34219836225192984,0,3,3.476797792879692,4.636114034940328,0.7118040550167881,1969,0.2515297024391738,0.3710116566000536,0.9566608925028126,0,3.9819953118254277,0,-0.3734316078975732,-0.258768300915132
0.28159962224689805,-0.1549665608284928,2.280288953379244,-2.934549482384847,0,7,0.3660842762280173,-0.21241916851501863,-1.422089495729505,1970,-0.23222282282444068,0.49189934308899996,0.6005581541463749,0,0.22455290546130438,0,-0.3734316078975732,-0.258768300915132
0.6136083431706909,0.6261448234361005,1.2939774681843417,-2.9279930727357293,0,6,3.1078045835776114,-0.3383550958774952,-1.4117387228257063,1969,-0.2196537647388793,4.602080683713177,-2.1177121759590674,1,2.299650728235236,0,-0.3734316078975732,-0.258768300915132
-0.16898364186396375,-0.1549665608284928,1.880210408259737,0.34219836225192984,1,8,4.919384262916198,0.8108102413051033,0.7118040550167881,1969,-0.1859860223213473,0.12923628362216083,0.43969996136998085,1,6.0107049567430115,0,2.1149581745585384,0.794358769781962
-0.2401283677762051,-1.6542401450105326,0.1129232399754265,-2.9294500526577556,0,9,3.016244385835925,1.1413920506316042,-1.1889247166334076,1969,0.4382107844704133,0.2501239701111072,-1.860105939701219,4,2.3151134541873515,0,1.1118121486410197,2.3324689720426965
0.3709683068506464,-0.9171255024939451,1.287644088954592,0.34219836225192984,1,4,6.861903572746878,-0.2753871321962569,0.7118040550167881,1969,8.318139981295147,-0.39461035782994014,0.43969996136998085,2,5.503527545513616,0,-0.3734316078975732,-0.258768300915132
0.23416980497207052,-1.6542401450105326,1.2853323818383704,-2.9294500526577556,0,5,7.624138229328533,1.1413920506316042,0.9662151574417355,1969,0.04519798019411958,2.7484694908826657,-2.064675597905981,3,6.731267986111604,0,-0.3734316078975732,-0.258768300915132
-0.21641345913879131,-0.24972877382419734,1.4788448536356635,0.34219836225192984,0,5,3.562909259403595,-0.0077732865509942415,-1.3011488860114357,1970,-0.20902036406957938,-0.11253908935573192,0.5923986805997462,3,2.890326859606057,0,0.8937369256154721,5.0633993311586964
-0.33498800232586023,1.7409545720355675,2.8421844325062686,-2.936006462306873,0,7,-0.18379263451752653,-0.3383550958774952,-1.4329850461545561,1970,-0.23222282282444068,1.5798885214895173,0.5620920645694111,0,-0.2857170509585148,0,-0.3734316078975732,-0.258768300915132
-0.3065301119609637,0.9429213640217413,0.8877851159683438,0.34219836225192984,0,2,1.9960359279741409,-0.24390315035563775,0.7118040550167881,1970,-0.08328706041030046,-0.3543144623336247,0.43969996136998085,0,1.3966275326316768,0,1.5043475500870054,1.9243989183816856
-0.33498800232586023,1.6157330762912436,0.6917555665441296,-2.9258076028526903,0,8,0.16813987261527874,-0.1337092139134708,-1.4139178329107165,1970,-0.23222282282444068,0.8545624025558392,0.4676752992441363,2,-0.23932887310216758,0,-0.3734316078975732,-0.258768300915132
0.23416980497207052,-0.3763040154684599,3.220089421983291,0.34219836225192984,1,1,5.631539136515571,0.5746803775004597,0.7118040550167881,1969,0.44565523300901483,0.2501239701111072,0.43969996136998085,2,11.017535620038085,0,-0.3734316078975732,-0.258768300915132
0.3764592567965532,1.9595845348756573,3.600601360083161,0.34219836225192984,1,13,-0.04480437956112781,-0.3226131049571856,0.8785059765200727,1969,-0.21285140664886418,0.12923628362216083,0.6943920999326049,0,-0.07233143281931767,1,-0.3734316078975732,-0.258768300915132
0.5187487086210358,0.4501578564440777,0.8788718741705753,-2.91633723335952,0,18,-0.38274600738403386,-0.306871114036876,-1.426992493420778,1970,-0.23222282282444068,1.015745984541101,-1.9696760130416613,1,-0.30427232210105365,1,-0.3734316078975732,-0.258768300915132
0.1393101704224154,-0.1549665608284928,4.17085557472365,0.34219836225192984,0,8,0.32265651922629934,0.38577648645674495,0.7118040550167881,1970,0.38505552527124154,0.41130755209636904,0.43969996136998085,1,0.029722558464646158,0,-0.3734316078975732,-0.258768300915132
0.6136083431706909,0.7073695774324186,3.9674407990417455,-2.9199796831645854,0,6,2.660208377897147,-0.25964514127594734,-1.2668279021725242,1970,3.0043532123920955,1.7813679989710947,-2.021546952016658,3,2.5470543434690875,0,-0.3734316078975732,-0.258768300915132
0.42388907407138077,0.5516887989394754,0.09812332797943184,0.34219836225192984,0,5,1.3478716456398125,4.163854307331041,0.7118040550167881,1969,-0.02785616460076796,0.8142665070595236,0.43969996136998085,1,0.7348228618811236,0,-0.3734316078975732,-0.258768300915132
0.11559526178500161,0.4684334260932493,2.7979795479757006,0.34219836225192984,0,7,3.957262876529916,1.1413920506316042,-1.095767760499219,1969,2.5234904871599246,0.6933788205705773,0.6943920999326049,0,2.491388530041471,0,-0.3734316078975732,-0.258768300915132
