budget,genres,keywords,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,vote_average,vote_count,cast,crew
0.009473684210526316,0.1549997939933869,0.09311305313977068,0.5247138596004411,0.023513842551891203,0.06665279976955803,0.07077206325725026,0.2685483870967735,0.0013881092048266385,0.2609467455621302,0.09729558880509795,0.5850000000000001,0.03468586387434555,0.09393169254871826,0.18143562643228267
0.02605263157894737,0.2987480343552242,0.17196104177286242,0.5247138596004411,0.1299183049935145,0.06308868326658931,0.07077206325725026,0.34250000000000025,0.25031095602812337,0.322189349112426,0.09729558880509795,0.729,0.4335078534031414,0.5145688801484072,0.045289380804577194
0.22263157894736843,0.156655583726248,0.12279077863977783,0.5247138596004411,0.08807818031825505,0.034545352473222865,0.07077206325725026,0.1850364963503652,0.3035554449179514,0.26627218934911245,0.09729558880509795,0.6839999999999999,0.4006544502617801,0.09920324971994371,0.2447437819661617
0.13026315789473683,0.3074122583593834,0.19882635639423515,0.5247138596004411,0.1419853475726612,0.02974369056713868,0.07077206325725026,0.25470588235294134,0.2188516857492484,0.37810650887573966,0.09729558880509795,0.738,0.518782722513089,0.30997181423524234,0.21076318844898762
0.035526315789473684,0.01597639681602404,0.20523463732656638,0.5247138596004411,0.08313384514964078,0.06812837985455444,0.07077206325725026,0.23917808219178127,0.11501827709221957,0.3248520710059172,0.09729558880509795,0.7110000000000001,0.2168193717277487,0.17448305764205377,0.24452144897905143
0.03031578947368421,0.32036543175671284,0.28558296562080276,0.5247138596004411,0.022636023299516046,0.9,0.9000000000000001,0.19020833333333256,0.012922934820094467,0.3727810650887574,0.09729558880509795,0.6839999999999999,0.02467277486910995,0.13003747996520176,0.1461087404312525
0.2131578947368421,0.5905761541961642,0.25184773475776734,0.5247138596004411,0.11258283076385811,0.05751907303791296,0.07237332318767503,0.2761290322580647,0.08519768167383798,0.33550295857988166,0.30464086143964253,0.657,0.25425392670157065,0.498274246165931,0.2955986032076484
0.21936315789473684,0.16126641279954598,0.2363518946256181,0.615,0.03325339600559804,0.06440857713196439,0.07178649850640084,0.7799999999999999,0.00020996668958645393,0.40739644970414207,0.11901854824776956,0.72,0.04299738219895288,0.10353127100122886,0.05633367212051469
0.33157894736842103,0.29894078298526455,0.20129117569437185,0.5247138596004411,0.2795575555321052,0.06033564039931827,0.07077206325725026,0.1850364963503652,0.21144816495329377,0.3807692307692308,0.09729558880509795,0.675,0.4571335078534031,0.3061181505968734,0.27729091179226656
0.07105263157894737,0.1570020358103965,0.14281165186995348,0.5247138596004411,0.08197886899394143,0.1032302318000293,0.07077206325725026,0.1850364963503652,0.05841324941957567,0.2955621301775148,0.29987191954163006,0.6930000000000001,0.3238874345549739,0.1601341615709093,0.37305715708678855
0.1705263157894737,0.17623760901526841,0.05745827775093998,0.5247138596004411,0.03312562529271065,0.12706868005816524,0.14255856176365111,0.21529411764705778,0.03127765071614758,0.3328402366863905,0.4057164910281656,0.594,0.05006544502617801,0.08047747623339878,0.021431649702060206
0.07460526315789473,0.17623760901526841,0.13424820032420562,0.5247138596004411,0.051366788956789665,0.0693478160114028,0.07077206325725026,0.34384615384615397,0.028879250775208868,0.40739644970414207,0.4024000115200081,0.72,0.13448952879581152,0.1593139365823956,0.11595978617781845
0.03315789473684211,0.014739721238268085,0.10165581296996341,0.5247138596004411,0.03842255516544008,0.06296022292358301,0.07077206325725026,0.33468749999999936,0.05137858539474602,0.3488165680473373,0.09729558880509795,0.6930000000000001,0.07284031413612566,0.14309773361235617,0.0956113421003966
0.17763157894736842,0.2992270634206669,0.19349101115916678,0.5247138596004411,0.04818229944255764,0.060458933251326674,0.07077206325725026,0.24550632911392364,0.1701463078256977,0.2316568047337278,0.09729558880509795,0.6210000000000001,0.14816753926701573,0.0837787938946391,0.1401630991207601
0.04736842105263158,0.31013079464848636,0.1526447007750942,0.5247138596004411,0.05805631619435916,0.09410045127188853,0.07077206325725026,0.2142352941176462,0.023326086005610012,0.2875739644970414,0.09729558880509795,0.7110000000000001,0.23900523560209425,0.08340347159239934,0.04671443790920908
0.47368421052631576,0.29894078298526455,0.13488307984538017,0.5247138596004411,0.149914532572399,0.0935661178649098,0.30630109794035904,0.2145789473684199,0.3440121381979128,0.4020710059171598,0.39929950262600455,0.63,0.343324607329843,0.1368102859784485,0.047743784733122026
0.07578947368421053,0.3133649012777752,0.1514056511236168,0.5247138596004411,0.03559411611810418,0.09015468074614517,0.21147755360237738,0.21529411764705778,0.019608116527321494,0.25562130177514797,0.09729558880509795,0.6210000000000001,0.05445026178010472,0.0602375707406289,0.07262209454002042
0.024868421052631578,0.3043593520027851,0.14040124469704177,0.5247138596004411,0.08860486549676841,0.06329614755350771,0.1442946310064287,0.5000000000000001,0.022177465667811643,0.3967455621301775,0.1959894521493993,0.7110000000000001,0.19620418848167542,0.288897438314897,0.0464789375300818
0.09710526315789474,0.01597639681602404,0.10861057593821885,0.5247138596004411,0.03371290761079193,0.06065842859880488,0.07077206325725026,0.20982954545454569,0.06940546024133193,0.29289940828402367,0.09729558880509795,0.612,0.10641361256544503,0.07526237034409024,0.1951795244768077
0.11842105263157894,0.3133649012777752,0.10370500131891479,0.5247138596004411,0.013955024874896402,0.09150135702700661,0.07077206325725026,0.2761290322580647,0.01616285627467759,0.322189349112426,0.19738436035294543,0.5760000000000001,0.014594240837696336,0.04394332249551905,0.03894458968121539
